City,Population,MedianIncome,PopulationWithHighSchoolDiploma,PopulationWithAssociatesDegree,PopulationWithBachelorsDegree,PopulationWithHighSpeedInternet,Latitude,Longitude
"Lawrence, MA",79942.0,41378.666666666664,13954.0,2352.0,3669.0,77786,42.70027329999999,-71.1613574
"Lawrence, MI",3818.0,57148.0,725.0,263.0,348.0,1003,42.2149977,-86.0575094
"Lawrence, NE",634.0,53571.0,149.0,112.0,40.0,283,40.29016729999999,-98.2596749
"Lawrence, NY",8192.0,97392.0,444.0,227.0,1421.0,5937,40.6029236,-73.714434
"Lawrence, PA",986.0,50801.0,321.0,144.0,158.0,1259,40.3031015,-80.1196079
"Lawrenceburg, IN",22794.0,69638.0,4955.0,1439.0,2700.0,4618,39.1073845,-84.8757696
"Lawrenceburg, KY",22108.0,55307.0,4394.0,1620.0,1832.0,11191,38.0338725,-84.9047005
"Lawrenceburg, TN",22347.0,40831.0,5383.0,1061.0,1357.0,9939,35.2497131,-87.3325017
"Lawrenceville, GA",260873.0,66852.25,33718.0,15930.0,34148.0,29855,33.9528754,-83.99223070000002
"Lawrenceville, IL",7107.0,45487.0,1385.0,813.0,635.0,4084,38.7263453,-87.68728890000001
"Lawrenceville, PA",2529.0,56250.0,742.0,205.0,184.0,567,41.9961364,-77.1303918
"Lawrenceville, VA",6986.0,31342.0,1098.0,278.0,373.0,1146,36.756499700000006,-77.85387340000003
"Lawson, MO",5784.0,66977.0,1501.0,237.0,346.0,2445,39.4329655,-94.2203105
"Lawtell, LA",0.0,-666666666.0,0.0,0.0,0.0,718,30.5126443,-92.1832074
"Lawtey, FL",4368.0,41552.0,1007.0,132.0,111.0,666,30.0484396,-82.0724783
"Lawton, IA",1807.0,81625.0,337.0,216.0,282.0,916,42.47697410000001,-96.1850917
"Lawton, MI",6290.0,61154.0,1064.0,473.0,648.0,1633,42.1673153,-85.8465019
"Lawton, ND",140.0,52917.0,21.0,23.0,12.0,31,48.3033408,-98.3678691
"Lawton, OK",91325.0,48110.666666666664,15448.0,4250.0,7603.0,86009,34.6192179,-98.4211065
"Layton, NJ",61.0,132917.0,6.0,0.0,31.0,609,41.2185178,-74.82347879999998
"Layton, UT",76215.0,83540.5,8874.0,4725.0,10460.0,74410,41.077423,-111.9607269
"Laytonville, CA",2107.0,36907.0,498.0,85.0,329.0,1003,39.662256,-123.4950147
"Le Center, MN",3910.0,68378.0,991.0,322.0,355.0,2476,44.3865727,-93.7310849
"Le Claire, IA",5589.0,91643.0,761.0,418.0,652.0,3379,41.5955944,-90.3770057
"Le Grand, IA",989.0,56083.0,247.0,94.0,68.0,941,42.0071863,-92.7750578
"Le Mars, IA",12026.0,65919.0,2405.0,1072.0,1444.0,9159,42.7815144,-96.173311
"Le Roy, IL",4346.0,79226.0,1050.0,314.0,661.0,3401,40.3393707,-88.76109790000002
"Le Roy, MN",1596.0,55972.0,328.0,128.0,148.0,938,43.5132769,-92.5077929
"Le Roy, NY",8303.0,67500.0,1581.0,893.0,1019.0,3882,42.9780055,-77.99087349999998
"Le Sueur, MN",5745.0,63198.0,1171.0,620.0,725.0,3585,44.4705128,-93.9017733
"Leachville, AR",3087.0,35136.0,688.0,119.0,101.0,1778,35.9114675,-90.2549545
"Lead Hill, AR",2497.0,34485.0,642.0,205.0,85.0,25,36.4136105,-92.9071669
"Lead, SD",3653.0,51306.0,705.0,180.0,686.0,1875,44.3527622,-103.7671112
"Leadville, CO",7578.0,50305.0,1149.0,415.0,1257.0,2691,39.247277,-106.2934602
"Leadwood, MO",1398.0,36940.0,314.0,68.0,19.0,1209,37.8617416,-90.5891545
"Leaf River, IL",1669.0,52348.0,453.0,114.0,194.0,443,42.1232568,-89.40396750000002
"League City, TX",88131.0,111609.0,8346.0,6295.0,17326.0,79142,29.490063800000005,-95.1090929
"Leakesville, MS",6795.0,43594.0,814.0,287.0,215.0,156,31.1492019,-88.5558529
"Leakey, TX",2053.0,37045.0,210.0,130.0,172.0,401,29.7253577,-99.7630984
"Leamington, UT",363.0,53750.0,27.0,27.0,60.0,109,39.53131610000001,-112.2854849
"Leander, TX",83657.0,90370.5,8842.0,5093.0,14697.0,31445,30.5739065,-97.8625715
"Leasburg, MO",1591.0,46021.0,246.0,25.0,92.0,339,38.094846200000006,-91.2953223
"Leavenworth, KS",36149.0,60722.0,5575.0,2043.0,3814.0,35923,39.3236053,-94.9249844
"Leavenworth, WA",7520.0,63488.0,1262.0,680.0,1611.0,2082,47.5947036,-120.6639132
"Leavittsburg, OH",4698.0,47051.0,1452.0,171.0,150.0,1814,41.246931,-80.8774659
"Leawood, KS",35550.0,129253.66666666667,1848.0,1151.0,10737.0,36182,38.9072625,-94.6252403
"Lebanon Junction, KY",4514.0,59167.0,1115.0,247.0,184.0,2033,37.8352394,-85.7223546
"Lebanon, IL",6189.0,65707.0,1091.0,321.0,725.0,4164,38.6006526,-89.8096529
"Lebanon, IN",22443.0,61980.0,3682.0,1151.0,3187.0,16904,40.0316219,-86.4569534
"Lebanon, KS",438.0,41735.0,108.0,23.0,54.0,210,39.8101756,-98.5572936
"Lebanon, KY",12565.0,37109.0,2893.0,659.0,700.0,5340,37.5696383,-85.2589376
"Lebanon, MO",29238.0,46709.0,6735.0,1678.0,2101.0,13649,37.6721309,-92.6596698
"Lebanon, NE",87.0,55750.0,6.0,15.0,15.0,80,40.0487927,-100.2759441
"Lebanon, NH",9388.0,70268.0,1268.0,443.0,1645.0,10107,43.6354277,-72.25383659999999
"Lebanon, NJ",7984.0,130694.0,1078.0,319.0,1993.0,1339,40.6418618,-74.8333118
"Lebanon, OH",38759.0,75337.0,7059.0,2188.0,5226.0,8904,39.42555150000001,-84.2131892
"Lebanon, OR",30364.0,53066.0,5470.0,2304.0,2721.0,16212,44.5309811,-122.908126
"Lebanon, PA",69440.0,55224.5,18896.0,3380.0,5695.0,26505,40.3411921,-76.4227347
"Lebanon, SD",85.0,59375.0,12.0,0.0,4.0,47,45.068784,-99.7663805
"Lebanon, TN",63828.0,66656.0,11926.0,3752.0,7945.0,29106,36.2053399,-86.349174
"Lebanon, VA",8986.0,42872.0,2101.0,624.0,828.0,2765,36.8994919,-82.07851099999998
"Lebanon, WI",127.0,66656.0,92.0,5.0,0.0,200,43.2574486,-88.63219740000002
"Lebec, CA",1532.0,44219.0,438.0,66.0,229.0,1030,34.8446143,-118.8992375
"Lebo, KS",1839.0,68036.0,327.0,163.0,217.0,860,38.4161793,-95.8624818
"Lecanto, FL",11380.0,46939.0,3238.0,751.0,1197.0,4171,28.8241308,-82.5009178
"Lecompte, LA",2497.0,41964.0,588.0,99.0,164.0,87,31.0881557,-92.39987
"Lecompton, KS",2000.0,67375.0,371.0,91.0,300.0,583,39.0258513,-95.3950344
"Ledbetter, KY",2509.0,59418.0,714.0,119.0,163.0,1120,37.0524135,-88.4968139
"Ledgewood, NJ",3946.0,85938.0,474.0,270.0,911.0,4633,40.8832685,-74.6680293
"Ledyard, IA",181.0,49500.0,92.0,13.0,2.0,36,43.4192174,-94.1592738
"Lee Center, IL",18.0,-666666666.0,18.0,0.0,0.0,87,41.7502893,-89.2762233
"Lee Vining, CA",244.0,-666666666.0,0.0,0.0,31.0,207,37.9548986,-119.1220135
"Lee, FL",2418.0,43321.0,451.0,242.0,96.0,291,30.4131009,-83.304142
"Lee, IL",483.0,85313.0,90.0,30.0,65.0,151,41.7954197,-88.94168140000002
"Lee, MA",5814.0,73333.0,1057.0,400.0,662.0,1976,42.3068359,-73.2507361
"Leechburg, PA",10400.0,62235.0,2643.0,1002.0,1152.0,2156,40.6304423,-79.6021556
"Leedey, OK",872.0,82614.0,175.0,23.0,91.0,407,35.868423,-99.3449236
"Leeds, AL",15059.0,60422.0,2456.0,1127.0,1883.0,9985,33.546847,-86.57144759999998
"Leeds, ND",664.0,53958.0,130.0,81.0,75.0,463,48.28720670000001,-99.4342922
"Leeds, NY",1531.0,58775.0,484.0,256.0,145.0,405,42.2553839,-73.8935328
"Leeds, UT",1103.0,46703.0,141.0,161.0,110.0,1166,37.2371849,-113.34707
"Leeper, PA",1084.0,45114.0,480.0,83.0,130.0,132,41.3704549,-79.3055868
"Leesburg, AL",3683.0,55052.0,819.0,277.0,240.0,709,34.1786267,-85.7778969
"Leesburg, FL",58170.0,44731.5,14972.0,4402.0,5700.0,22982,28.7172063,-81.90308929999998
"Leesburg, GA",24352.0,64533.0,3600.0,1750.0,2217.0,2920,31.7320577,-84.16854599999998
"Leesburg, IN",4169.0,73869.0,887.0,191.0,654.0,562,41.3306928,-85.848984
"Leesburg, NJ",3118.0,-666666666.0,861.0,119.0,138.0,671,39.2626057,-74.9819039
"Leesburg, OH",4873.0,66250.0,1459.0,286.0,208.0,1323,39.3418308,-83.5519483
"Leesburg, VA",87719.0,134750.5,6872.0,3537.0,19908.0,50400,39.1062906,-77.5552437
"Leesport, PA",8059.0,73298.0,1944.0,479.0,920.0,1926,40.4444329,-75.9671914
"Leesville, LA",21276.0,48287.0,4445.0,993.0,1899.0,5965,31.1310877,-93.2681946
"Leeton, MO",1271.0,51875.0,281.0,88.0,106.0,577,38.5833432,-93.6953046
"Leetonia, OH",4491.0,56528.0,1403.0,278.0,290.0,1808,40.8788382,-80.76292990000002
"Leetsdale, PA",1136.0,55250.0,194.0,45.0,181.0,1228,40.5638901,-80.2160152
"Lefors, TX",676.0,36923.0,180.0,42.0,9.0,2,35.43960120000001,-100.8038887
"Leggett, CA",457.0,21719.0,58.0,31.0,18.0,123,39.8635391,-123.7251757
"Lehi, UT",64478.0,95200.0,4001.0,3551.0,10198.0,48650,40.4138738,-111.8716162
"Lehigh Acres, FL",121136.0,49554.166666666664,23305.0,6892.0,7957.0,86260,26.6126953,-81.63884509999998
"Lehigh, IA",661.0,52308.0,159.0,74.0,77.0,416,42.3582033,-94.0533658
"Lehigh, KS",442.0,56667.0,85.0,16.0,51.0,175,38.3744071,-97.3024105
"Lehighton, PA",19188.0,59359.0,5990.0,1395.0,1672.0,5511,40.827662,-75.71654649999998
"Lehr, ND",182.0,44375.0,55.0,23.0,10.0,78,46.282395,-99.3529294
"Leicester, NY",1699.0,65781.0,449.0,150.0,195.0,468,42.77093920000001,-77.896904
"Leigh, NE",1015.0,68370.0,248.0,126.0,142.0,416,41.7032608,-97.2406795
"Leighton, AL",4522.0,41894.0,1366.0,285.0,153.0,40,34.6936802,-87.5242822
"Leighton, IA",651.0,78958.0,194.0,48.0,145.0,164,41.3388524,-92.7863553
"Leipsic, OH",5187.0,55820.0,1351.0,490.0,335.0,1988,41.113092,-83.96762829999999
"Leitchfield, KY",16225.0,37349.0,3801.0,864.0,689.0,5502,37.4862399,-86.2846873
"Leland, IA",576.0,59375.0,127.0,67.0,81.0,293,43.3340255,-93.6318244
"Leland, IL",1792.0,66667.0,413.0,86.0,212.0,977,41.6159637,-88.7983087
"Leland, MI",424.0,71313.0,19.0,21.0,127.0,389,45.0214439,-85.7571093
"Leland, MS",6197.0,37515.0,867.0,211.0,530.0,3908,33.4048338,-90.8909246
"Leland, NC",35236.0,58014.0,6671.0,2729.0,4907.0,14527,34.2152437,-78.0335572
"Lelia Lake, TX",81.0,95625.0,15.0,11.0,9.0,20,34.9020014,-100.7661961
"Leming, TX",584.0,43819.0,92.0,26.0,0.0,70,29.0683408,-98.4722266
"Lemmon, SD",1788.0,51929.0,392.0,229.0,167.0,1094,45.9383495,-102.1598028
"Lemon Cove, CA",308.0,-666666666.0,60.0,22.0,90.0,349,36.38088,-119.0284596
"Lemon Grove, CA",27236.0,64027.0,3951.0,1632.0,2198.0,27041,32.7330712,-117.0344134
"Lemont Furnace, PA",2866.0,40781.0,1191.0,145.0,111.0,674,39.9110581,-79.6630306
"Lemont, IL",23435.0,99882.0,4320.0,1411.0,4347.0,16183,41.6673276,-87.98441070000001
"Lemont, PA",593.0,85833.0,0.0,0.0,141.0,2369,40.8120144,-77.8160455
"Lemoore, CA",38480.0,62292.0,4787.0,2358.0,3440.0,24057,36.2949219,-119.7983331
"Lemoyne, NE",289.0,44087.0,135.0,4.0,26.0,83,41.2766443,-101.8133564
"Lemoyne, PA",5720.0,62770.0,949.0,483.0,1052.0,4829,40.2442174,-76.8991192
"Lena, IL",3807.0,56549.0,912.0,329.0,419.0,2414,42.3785517,-89.82170579999998
"Lena, WI",3221.0,67500.0,1000.0,278.0,231.0,534,44.9530366,-88.0473245
"Lenapah, OK",410.0,31667.0,121.0,21.0,17.0,300,36.8513468,-95.6356956
"Lenexa, KS",52999.0,98622.5,4558.0,2851.0,12881.0,45161,38.96526779999999,-94.8039369
"Lengby, MN",652.0,56250.0,114.0,81.0,43.0,85,47.5153471,-95.6345678
"Lenhartsville, PA",1979.0,65000.0,531.0,135.0,373.0,122,40.5712755,-75.8897191
"Lennon, MI",2855.0,49907.0,755.0,224.0,168.0,427,42.9854404,-83.9325302
"Lennox, SD",3756.0,59648.0,806.0,451.0,353.0,145,43.34951,-96.8936893
"Lenoir City, TN",30175.0,58296.5,5767.0,1626.0,3400.0,8758,35.8107315,-84.279574
"Lenoir, NC",46232.0,40621.0,8431.0,3248.0,3461.0,17653,35.90767920000001,-81.524827
"Lenora, KS",630.0,47647.0,142.0,55.0,52.0,250,39.6108678,-100.0014059
"Lenox Dale, MA",471.0,-666666666.0,32.0,30.0,101.0,486,42.3337341,-73.24919859999999
"Lenox, GA",2900.0,36375.0,819.0,104.0,139.0,864,31.2610026,-83.4668729
"Lenox, IA",2037.0,44651.0,432.0,181.0,103.0,1215,40.8831769,-94.5579323
"Lenox, MA",4453.0,68393.0,613.0,278.0,1017.0,1480,42.36122810000001,-73.2867881
"Lenox, TN",54.0,-666666666.0,0.0,0.0,0.0,201,36.087644,-89.49725240000002
"Lenzburg, IL",1332.0,65313.0,207.0,81.0,147.0,474,38.2863501,-89.8177797
"Leola, AR",1333.0,51613.0,345.0,60.0,45.0,510,34.1700874,-92.5914119
"Leola, PA",10875.0,64977.0,1858.0,463.0,985.0,6725,40.0929534,-76.1889626
"Leola, SD",818.0,57778.0,143.0,73.0,61.0,444,45.7211387,-98.9384664
"Leoma, TN",5604.0,43976.0,1492.0,247.0,275.0,318,35.1581463,-87.3465021
"Leominster, MA",41647.0,61887.0,7523.0,3022.0,5656.0,40267,42.52087570000001,-71.7706106
"Leon, IA",2622.0,50357.0,582.0,108.0,239.0,1735,40.7413409,-93.7555713
"Leon, KS",1429.0,62083.0,257.0,119.0,109.0,718,37.6898191,-96.7837318
"Leona, TX",796.0,47321.0,171.0,1.0,76.0,173,31.1537078,-95.9759885
"Leonard, MI",4697.0,88053.0,835.0,309.0,593.0,441,42.8652286,-83.1429426
"Leonard, MN",549.0,68056.0,122.0,45.0,52.0,40,47.649802,-95.2641578
"Leonard, MO",199.0,-666666666.0,40.0,4.0,78.0,61,39.8944093,-92.1819608
"Leonard, ND",571.0,81500.0,98.0,73.0,85.0,311,46.6522898,-97.2499443
"Leonard, TX",4650.0,57500.0,903.0,159.0,440.0,1051,33.3831902,-96.2464831
"Leonardo, NJ",4032.0,110319.0,704.0,224.0,656.0,2762,40.4197165,-74.06021059999998
"Leonardtown, MD",14672.0,92094.0,2218.0,618.0,2290.0,3212,38.3038911,-76.63965300000002
"Leonardville, KS",928.0,59107.0,271.0,49.0,88.0,550,39.36408400000001,-96.8596789
"Leonia, NJ",9086.0,102250.0,1032.0,478.0,2226.0,9251,40.8633911,-73.9884656
"Leopolis, WI",240.0,49375.0,95.0,18.0,8.0,87,44.7654814,-88.8447161
"Leoti, KS",1966.0,57960.0,340.0,190.0,220.0,1389,38.483388,-101.3576476
"Lepanto, AR",2359.0,36942.0,388.0,95.0,95.0,1846,35.6085284,-90.3329847
"Lerna, IL",1288.0,48804.0,267.0,78.0,160.0,91,39.4178759,-88.288783
"Leroy, TX",139.0,27917.0,55.0,2.0,11.0,229,31.733456800000006,-97.0222339
"Lesage, WV",1215.0,41859.0,565.0,118.0,39.0,843,38.4866754,-82.2822556
"Leslie, AR",2072.0,32297.0,589.0,108.0,118.0,425,35.82950779999999,-92.5559609
"Leslie, MI",6278.0,66886.0,1345.0,545.0,477.0,1904,42.450343,-84.4325928
"Lester Prairie, MN",2907.0,64679.0,563.0,299.0,257.0,1714,44.8833225,-94.0369984
"Lester, IA",208.0,65833.0,42.0,28.0,17.0,230,43.4402929,-96.3314163
"Lester, WV",1380.0,48708.0,400.0,19.0,108.0,238,37.7320434,-81.3027336
"Lesterville, SD",333.0,61786.0,130.0,36.0,22.0,129,43.0386026,-97.5906135
"Letcher, SD",762.0,55603.0,110.0,152.0,77.0,140,43.9002825,-98.1465082
"Letha, ID",333.0,-666666666.0,25.0,0.0,16.0,181,43.8928289,-116.6470257
"Letona, AR",240.0,36875.0,70.0,13.0,3.0,262,35.3635019,-91.8295472
"Letts, IA",1394.0,63578.0,369.0,138.0,147.0,84,41.3300172,-91.2353903
"Levan, UT",904.0,54038.0,213.0,37.0,35.0,866,39.5561401,-111.86061200000002
"Levant, KS",130.0,-666666666.0,4.0,0.0,18.0,61,39.3881113,-101.1947727
"Levasy, MO",25.0,83750.0,2.0,0.0,3.0,101,39.1352215,-94.1281235
"Levelland, TX",17270.0,47688.0,2310.0,1282.0,1113.0,12178,33.5815469,-102.3641169
"Levelock, AK",67.0,23438.0,22.0,0.0,1.0,75,59.0682459,-156.9010206
"Levering, MI",1978.0,48239.0,493.0,120.0,210.0,220,45.63477329999999,-84.7840185
"Levittown, NY",43446.0,125486.0,8353.0,3725.0,5941.0,52454,40.7239901,-73.5127085
"Levittown, PA",62910.0,77291.5,16317.0,3888.0,6907.0,53229,40.152343,-74.8523405
"Lewellen, NE",458.0,41500.0,103.0,40.0,37.0,203,41.3305306,-102.1437024
"Lewes, DE",26235.0,73647.0,4699.0,2241.0,4681.0,2900,38.778644,-75.143689
"Lewis Run, PA",2498.0,54265.0,499.0,207.0,170.0,542,41.8675523,-78.65403420000001
"Lewis, CO",416.0,50139.0,83.0,19.0,19.0,319,37.5017146,-108.6600585
"Lewis, IA",627.0,68523.0,185.0,36.0,71.0,432,41.306403,-95.084269
"Lewis, KS",579.0,46500.0,110.0,40.0,48.0,401,37.9370283,-99.25467059999998
"Lewisberry, PA",6930.0,81892.0,1678.0,455.0,1349.0,312,40.1356343,-76.8609333
"Lewisburg, KY",4637.0,48165.0,1294.0,196.0,253.0,770,36.9872304,-86.9501883
"Lewisburg, OH",5050.0,62813.0,1360.0,411.0,492.0,1733,39.850644,-84.5434644
"Lewisburg, PA",19660.0,63869.0,2706.0,842.0,2485.0,5732,40.9641264,-76.8899572
"Lewisburg, TN",22440.0,48030.0,5178.0,1096.0,1553.0,11114,35.4505535,-86.7895168
"Lewisburg, WV",9506.0,39607.0,1625.0,704.0,1507.0,3182,37.8093968,-80.4326011
"Lewisport, KY",4143.0,55492.0,1156.0,271.0,295.0,1270,37.9306683,-86.9028161
"Lewiston Woodville, NC",1608.0,35692.0,271.0,49.0,127.0,507,36.1148863,-77.17955359999998
"Lewiston, CA",1574.0,43250.0,382.0,123.0,173.0,1146,40.6969309,-122.8225094
"Lewiston, ID",34948.0,58611.0,6717.0,2335.0,4247.0,31795,46.3931296,-116.9934717
"Lewiston, ME",36095.0,44523.0,6883.0,2606.0,3340.0,33776,44.0895127,-70.172095
"Lewiston, MI",3599.0,39708.0,1022.0,334.0,240.0,646,44.8775803,-84.30356259999998
"Lewiston, MN",2680.0,75060.0,527.0,328.0,307.0,1559,43.9823863,-91.8694866
"Lewiston, NE",77.0,35000.0,19.0,11.0,4.0,68,40.2428708,-96.4074482
"Lewiston, NY",10922.0,63718.0,1857.0,1097.0,1677.0,2701,43.1718691,-79.0395605
"Lewiston, UT",2487.0,59926.0,339.0,176.0,332.0,1773,41.9684515,-111.8858147
"Lewistown, IL",3602.0,57694.0,857.0,204.0,397.0,2284,40.3968613,-90.1555097
"Lewistown, MO",1522.0,45402.0,458.0,96.0,57.0,157,40.084806,-91.81354509999998
"Lewistown, MT",8887.0,50432.0,1602.0,708.0,1426.0,5733,47.0513795,-109.452399
"Lewistown, OH",935.0,61163.0,264.0,7.0,53.0,224,40.4237522,-83.88462750000002
"Lewistown, PA",20986.0,48832.0,6875.0,1080.0,1133.0,6664,40.5972286,-77.5715161
"Lewisville, AR",1961.0,31378.0,448.0,65.0,136.0,372,33.3601324,-93.5839711
"Lewisville, ID",650.0,60804.0,115.0,44.0,70.0,292,43.6952082,-112.0132317
"Lewisville, IN",860.0,46719.0,158.0,43.0,95.0,366,39.806604,-85.3530946
"Lewisville, MN",429.0,51719.0,108.0,40.0,24.0,252,43.9241415,-94.4341374
"Lewisville, NC",12728.0,75887.0,1942.0,679.0,2530.0,13675,36.1051945,-80.42455179999997
"Lewisville, OH",1358.0,54028.0,529.0,87.0,68.0,176,39.7670779,-81.2182436
"Lewisville, TX",120258.0,76614.0,14707.0,6269.0,21558.0,107170,33.046551300000004,-96.9818258
"Lexa, AR",2198.0,50208.0,399.0,193.0,203.0,270,34.5982479,-90.7518871
"Lexington Park, MD",24274.0,75161.0,3703.0,1599.0,3169.0,12033,38.2521055,-76.449373
"Lexington, AL",3448.0,56172.0,912.0,199.0,183.0,68,34.9593505,-87.3728296
"Lexington, GA",3003.0,41452.0,728.0,196.0,124.0,238,33.8700689,-83.11015350000002
"Lexington, IL",3083.0,80900.0,651.0,99.0,518.0,2159,40.64695089999999,-88.7841411
"Lexington, MA",33340.0,186926.0,1220.0,566.0,6258.0,32032,42.4452217,-71.2300145
"Lexington, MO",5404.0,57817.0,1489.0,232.0,618.0,961,39.1803133,-93.8690509
"Lexington, MS",6890.0,26250.0,1332.0,293.0,345.0,1672,33.1170901,-90.04961899999998
"Lexington, NC",77615.0,46793.5,14726.0,5223.0,6477.0,18239,35.80175470000001,-80.2682034
"Lexington, NE",12319.0,53978.0,1963.0,455.0,794.0,9594,40.7780963,-99.7463372
"Lexington, OK",9986.0,51250.0,2021.0,435.0,637.0,2235,35.017605100000004,-97.3350176
"Lexington, OR",283.0,39167.0,55.0,43.0,37.0,245,45.4461595,-119.68795190000002
"Lexington, SC",108183.0,74094.0,15126.0,7482.0,16747.0,20757,33.9928771,-81.22179709999997
"Lexington, TN",18459.0,43543.0,4205.0,1103.0,1303.0,5859,35.6421284,-88.37531329999999
"Lexington, TX",4634.0,64917.0,986.0,386.0,342.0,1177,30.4147898,-97.0093619
"Lexington, VA",17140.0,57654.0,2372.0,636.0,2476.0,7128,37.7823316,-79.4443196
"Libby, MT",9230.0,39977.0,2176.0,594.0,918.0,2507,48.3864207,-115.5567006
"Liberal, KS",21525.0,49029.0,2937.0,946.0,878.0,15292,37.0461108,-100.9296092
"Liberal, MO",1551.0,44219.0,332.0,106.0,91.0,543,37.5588391,-94.5153387
"Liberty Center, OH",4286.0,69717.0,1109.0,407.0,226.0,1003,41.4435799,-84.0077838
"Liberty Hill, TX",12363.0,89213.0,1736.0,515.0,1741.0,2311,30.663377,-97.9055056
"Liberty Lake, WA",12208.0,85131.0,1098.0,825.0,2549.0,7781,47.668587,-117.1036375
"Liberty, IL",1992.0,63777.0,530.0,127.0,153.0,426,39.879747,-91.1065953
"Liberty, IN",5508.0,52210.0,1541.0,251.0,464.0,1897,39.6350433,-84.9251228
"Liberty, KS",259.0,41250.0,38.0,39.0,37.0,103,37.1563609,-95.5976735
"Liberty, KY",9182.0,35883.0,1766.0,447.0,479.0,2132,37.3179883,-84.9304873
"Liberty, MO",38777.0,76159.0,6088.0,1706.0,6557.0,30291,39.2393125,-94.4188921
"Liberty, MS",4917.0,32744.0,1283.0,390.0,278.0,706,31.1618993,-90.7983316
"Liberty, NC",10925.0,45598.0,2318.0,677.0,837.0,2706,35.8550304,-79.5693066
"Liberty, NE",194.0,39250.0,35.0,6.0,21.0,75,40.0855073,-96.4830089
"Liberty, NY",6602.0,41659.0,1526.0,440.0,351.0,4250,41.7965932,-74.7431951
"Liberty, PA",2474.0,51875.0,726.0,246.0,180.0,2576,40.3216998,-79.8631576
"Liberty, PA",2474.0,51875.0,726.0,246.0,180.0,240,41.5584971,-77.1055202
"Liberty, SC",15230.0,51920.0,2886.0,1332.0,1264.0,3277,34.7909626,-82.70143929999998
"Liberty, TN",2685.0,49208.0,514.0,159.0,268.0,358,36.0045473,-85.9778448
"Liberty, TX",16884.0,56172.0,3504.0,864.0,827.0,5910,30.0388343,-94.7888034
"Libertytown, MD",202.0,-666666666.0,100.0,0.0,52.0,1076,39.48911029999999,-77.2569191
"Libertyville, IA",803.0,58214.0,209.0,10.0,100.0,334,40.9582184,-92.0496205
"Libertyville, IL",29033.0,140590.0,1984.0,817.0,7060.0,20323,42.2846669,-87.9665026
"Licking, MO",6121.0,36685.0,1424.0,355.0,217.0,1468,37.500455,-91.8611456
"Lidgerwood, ND",1154.0,50000.0,270.0,130.0,79.0,653,46.0737516,-97.1451108
"Liebenthal, KS",186.0,60972.0,51.0,20.0,22.0,84,38.6544791,-99.3200268
"Lignite, ND",255.0,63750.0,44.0,17.0,32.0,149,48.8771688,-102.5644281
"Ligonier, IN",8102.0,54417.0,1820.0,197.0,118.0,4231,41.4619379,-85.5959215
"Ligonier, PA",8708.0,60725.0,2096.0,588.0,1484.0,1561,40.2449403,-79.2374865
"Lihue, HI",17929.0,84663.0,3907.0,1511.0,2143.0,7533,21.9725819,-159.3558069
"Likely, CA",172.0,52477.0,90.0,0.0,0.0,22,41.2268272,-120.5012358
"Lilbourn, MO",1558.0,31027.0,477.0,8.0,48.0,1114,36.5907626,-89.6130642
"Lilburn, GA",65937.0,74521.0,7992.0,3757.0,10364.0,14897,33.8906396,-84.136872
"Lilesville, NC",1975.0,42775.0,577.0,64.0,112.0,543,34.96749439999999,-79.9845335
"Lillian, AL",5687.0,50000.0,1608.0,522.0,757.0,841,30.4189038,-87.420751
"Lillington, NC",21129.0,51564.0,3393.0,1415.0,2013.0,3379,35.4007125,-78.8121438
"Lilly, GA",156.0,25625.0,24.0,5.0,9.0,59,32.146534700000004,-83.87746369999998
"Lilly, PA",2310.0,53241.0,837.0,198.0,194.0,963,40.4243739,-78.6201114
"Lima, IL",155.0,61080.0,22.0,41.0,15.0,141,40.17703570000001,-91.3782979
"Lima, MT",250.0,35417.0,63.0,22.0,14.0,226,44.6384065,-112.5919221
"Lima, NY",4010.0,61716.0,516.0,468.0,546.0,1984,42.9069456,-77.61226529999998
"Lima, OH",84252.0,52922.6,18879.0,6433.0,6123.0,36445,40.7406793,-84.11209050000002
"Limaville, OH",238.0,60833.0,61.0,8.0,6.0,100,40.9855432,-81.1507051
"Lime Springs, IA",1340.0,59167.0,343.0,97.0,149.0,457,43.4498991,-92.284064
"Limestone, ME",2226.0,38750.0,377.0,127.0,140.0,856,46.91120479999999,-67.83082809999999
"Limestone, NY",1082.0,37692.0,374.0,98.0,78.0,363,42.0172669,-78.6313265
"Limon, CO",3605.0,48219.0,663.0,180.0,176.0,1017,39.2650738,-103.6859106
"Lincoln City, OR",9746.0,40206.0,1431.0,649.0,1064.0,5548,44.9778813,-124.0060541
"Lincoln Park, MI",36697.0,44554.0,7902.0,2140.0,1626.0,32912,42.2432907,-83.1812577
"Lincoln Park, NJ",10487.0,98136.0,2066.0,434.0,1797.0,9703,40.9237508,-74.30423499999998
"Lincoln University, PA",11109.0,123232.0,1144.0,402.0,1914.0,1726,39.806469,-75.92790649999998
"Lincoln, AL",8221.0,55766.0,1662.0,547.0,696.0,4607,33.5801687,-86.1278758
"Lincoln, AR",5363.0,43892.0,1170.0,188.0,314.0,2603,35.9488343,-94.4174683
"Lincoln, CA",52949.0,88158.0,7636.0,3992.0,7937.0,42980,38.8744639,-121.2928862
"Lincoln, DE",6505.0,58872.0,1456.0,697.0,526.0,486,38.8677877,-75.422463
"Lincoln, IA",91.0,40000.0,28.0,10.0,0.0,131,42.2627182,-92.69233
